episode,step,timestep,actor_loss,critic_loss,entropy,action_std,step_reward,cumulative_reward
0,1,64,7.61533701996675e+16,0.48799011707305906,-36.575897216796875,0.2,1,1
0,2,128,8.449057445162493e+24,0.49218990504741666,-36.575897216796875,0.2,1,1
0,3,192,247792146646.8995,0.4920819759368896,-36.575897216796875,0.2,1,1
0,4,256,43855212711302.89,0.40449686348438263,-36.575897216796875,0.2,1,1
0,5,320,367780424260203.7,0.49291093945503234,-36.575897216796875,0.2,1,1
0,6,384,4424236485397.129,0.480690136551857,-36.575897216796875,0.2,1,1
0,7,448,2.0915678949701228e+16,0.4914009034633636,-36.575897216796875,0.2,1,1
0,8,512,17407354029522.344,0.40053723454475404,-36.575897216796875,0.2,1,1
0,9,576,825835786533273.6,0.4934451997280121,-36.575897216796875,0.2,1,1
0,10,640,1669313116049225.8,0.4920831650495529,-36.575897216796875,0.2,1,1
0,11,704,1.04261400780864e+17,0.49217034578323365,-36.575897216796875,0.2,1,1
0,12,768,3.87072752818077e+19,0.4921644002199173,-36.575897216796875,0.2,1,1
0,13,832,1.4384299287173052e+22,0.49101117849349973,-36.575897216796875,0.2,1,1
