episode,step,timestep,actor_loss,critic_loss,entropy,action_std,step_reward,cumulative_reward
0,1,128,-0.22929592927296957,0.8646104820072651,59.02028147379557,0.2,-0.052000000000000005,5.38819365802307
0,130,5.28419365802307,130,0.2,collision
1,2,256,-0.22821339716513953,0.43464952893555164,59.135500272115074,0.2,-0.17,-13.220141079544586
1,343,-33.61865868859502,213.0,0.2,collision
2,364,-0.3190093864186414,21.0,0.2,collision
3,3,384,-0.25820600365598995,0.6463594573239485,59.25071875254313,0.2,-0.054000000000000006,6.60745364829096
3,4,512,-0.2678903030852477,0.5356669190029303,59.36593882242838,0.2,-0.11200000000000002,6.387825041142966
3,5,640,-0.2535681997736295,0.6305577792227268,59.4811585744222,0.2,-0.24000000000000005,-16.20417495885703
3,6,768,-0.2542327207823594,0.4521997341265281,59.59637705485026,0.2,-0.36800000000000005,-55.18017495885703
3,7,896,-0.262917614231507,0.6107161479691664,59.71159648895264,0.2,-0.09000000000000001,-60.35708910726296
3,1004,-75.96308910726299,640.0,0.2,episode_length
4,1018,-7.665,14.0,0.2,collision
5,8,1024,-0.255910391608874,0.512382430334886,59.82681369781494,0.2,-0.05500000000000001,-1.265
5,9,1152,-0.28237797940770787,0.5162464343011379,59.942033449808754,0.2,-0.074,-4.198061921080751
5,10,1280,-0.2743682563304901,0.4474869929254055,60.05725351969401,0.2,-0.202,-21.92606192108075
5,11,1408,-0.3087483122944832,0.5137708894908428,60.17247231801351,0.2,-0.33000000000000007,-56.03806192108075
5,1442,-72.48906192108075,424.0,0.2,collision
6,12,1536,-0.3318582847714424,1.1577455624938011,60.28769111633301,0.2,-0.14300000000000002,-10.020999999999999
