episode,step,timestep,actor_loss,critic_loss,entropy,action_std,step_reward,cumulative_reward
0,1,128,-0.24350433920820555,0.6887044794857502,59.02028147379557,0.2,-0.17800000000000002,-14.655999999999999
0,130,-24.835,130,0.2,collision
1,2,256,-0.2556972938279311,0.4901458981136481,59.135500272115074,0.2,-0.17600000000000002,-14.300999999999998
1,341,-42.655,211.0,0.2,collision
2,3,384,-0.2591843294600646,0.42692825322349864,59.25071875254313,0.2,-0.092,-4.003
2,497,-30.635000000000005,156.0,0.2,collision
3,4,512,-0.22981872657934824,0.44477617492278415,59.36593882242838,0.2,-0.064,-1.805
3,5,640,-0.23675501719117165,0.4569825120270252,59.4811585744222,0.2,-0.192,-18.253
3,6,768,-0.25288500140110654,0.5368963095049063,59.59637705485026,0.2,-0.32000000000000006,-51.085
3,7,896,-0.2956857681274414,0.49424690877397853,59.71159648895264,0.2,-0.44800000000000006,-100.30100000000004
3,1019,-172.45999999999992,522.0,0.2,collision
4,8,1024,-0.3144233313699563,0.6132995082686344,59.82681369781494,0.2,-0.05500000000000001,-0.265
4,9,1152,-0.2914921355744203,0.5902954327563444,59.942033449808754,0.2,-0.18300000000000002,-15.560999999999998
4,10,1280,-0.3174132617811362,0.5350393205881119,60.05725351969401,0.2,-0.311,-47.241
