episode,step,timestep,actor_loss,critic_loss,entropy,action_std,step_reward,cumulative_reward
0,1,128,-0.2330003653963407,0.7296441495418549,59.02028147379557,0.2,-0.01,-1.280000000000001
0,130,-6.290000000000001,130,0.2,collision
1,2,256,-0.2625134003659089,0.6004761184255282,59.135500272115074,0.2,-0.01,-1.260000000000001
1,258,-6.270000000000001,128.0,0.2,collision
2,280,-5.21,22.0,0.2,collision
3,359,-5.78,79.0,0.2,collision
4,3,384,-0.31222130606571835,0.46266864861051243,59.25071875254313,0.2,-0.01,-0.25000000000000006
4,416,-5.5600000000000005,57.0,0.2,collision
5,4,512,-0.2349773645401001,0.4742097935328881,59.36593882242838,0.2,-0.01,-0.9600000000000006
5,523,-6.0600000000000005,107.0,0.2,collision
6,5,640,-0.2609226554632187,0.5633683142562708,59.4811585744222,0.2,-0.01,-3.3758823529411517
6,6,768,-0.25028468668460846,0.5346305258572102,59.59637705485026,0.2,-0.01,-4.655882352941124
6,7,896,-0.2659451800088088,0.6924907714128494,59.71159648895264,0.2,-0.01,-5.935882352941097
6,997,-11.935882352941075,474.0,0.2,collision
7,8,1024,-0.2767143299182256,0.4944016548494498,59.82681369781494,0.2,-0.01,-0.2700000000000001
7,9,1152,-0.27302416786551476,0.4815029340485732,59.942033449808754,0.2,-0.01,-1.5500000000000012
7,10,1280,-0.29235922917723656,0.5601144296427568,60.05725351969401,0.2,-0.01,-2.8299999999999836
7,1297,-7.989999999999981,300.0,0.2,collision
8,11,1408,-0.29590217520793277,0.6203877944499254,60.17247231801351,0.2,-0.01,-1.1100000000000008
8,12,1536,-0.33542580778400105,0.6021915028492609,60.28769111633301,0.2,-0.01,-2.389999999999993
8,13,1664,-0.3227757066488266,0.5022072618206342,60.402909914652504,0.2,-0.01,-3.6699999999999657
8,1711,-9.129999999999956,414.0,0.2,collision
